imdb_id,id_kaggle,runtime,original_language,overview
tt1322269,152737,121.0,en,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them."
tt1798709,152601,126.0,en,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all."
tt1951181,152599,117.0,en,An innocent immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.
tt2278871,152584,179.0,fr,"Adele's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself."
tt1922685,152259,99.0,en,"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery."
tt1691917,151960,91.0,en,"Dusty is a cropdusting plane who dreams of competing in a famous aerial race. The problem? He is hopelessly afraid of heights. With the support of his mentor Skipper and a host of new friends, Dusty sets off to make his dreams come true."
tt1661199,150689,105.0,en,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods."
tt2096673,150540,94.0,en,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school."
tt2576852,149871,137.0,ja,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her - but ultimately she must confront her fate, the punishment for her crime."
tt2013293,149870,126.0,ja,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane."
tt1305797,148284,155.0,ta,"Dr. Vasi invents a super-powered robot, Chitti, in his own image. The scientific body, AIRD, that must approve the robot, declines it based on its not having emotions and the ability to make rational judgment. A sudden flash of lightning evokes emotions in the robot, and Chitti is seemingly ready for integration into the human world. Then, Chitti falls in love with Dr. Vasi's fiancée Sana and turns on his creator."
tt2258337,148265,145.0,te,"Sudeep is a high profile industrialist who gets whatever he wants and he has a special eye for beautiful women. To get them, he will not hesitate to do anything. That desire gets triggered when Sudeep sees Bindu, a micro artist who runs a non-profit organization. However, Bindu is loved by Nani who keeps following her everywhere. Though Bindu loves him, she doesn't express it to him and enjoys the attention. The story takes a turn when Sudeep discovers the feelings of Bindu for Nani and is unable to digest his defeat. He kills Nani. But Nani is born again as 'Eega'(fly) and he wants to take vengeance on Sudeep."
tt0944114,148077,90.0,en,"Martta and Otto are a pair of traveling tailors who claim to be bastard descendents of the Romanovs and wander from town to town in Finland seeking work, accompanied by their two half-witted adult sons, Hippo , Repe and equally silly son-in-law Ventti. The family occasionally turns to crime when they can't quite make ends meet, and the boys begin turning to violence with greater frequency when Otto weakens and Martta becomes the head of the family business. Their fortunes take an unexpected turn when the brothers assault and abduct a man they call Kaspar, who becomes the family's sidekick in their travels. Despite Kaspar's inability to speak, he attracts Martha's youngest daughter, an attractive young woman named Lara, but the family is in disarray when a long-lost half-brother, Laszlo, suddenly re-emerges and tries to wrest control of the clan away from his mother."
tt2550838,147868,0.0,it,
tt1727388,147773,103.0,en,"Over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers."
tt1528100,147441,150.0,en,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues."
tt2083355,146304,123.0,en,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited."
tt2473510,146301,88.0,en,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan."
tt2387559,146239,105.0,en,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.
tt2364841,146238,91.0,en,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur."
tt1392214,146233,153.0,en,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?"
tt2167202,146227,90.0,en,"Former race car driver Brent Magna (Hawke) is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner (Gomez) on a high-speed race against time, at the command of the mysterious villain holding his wife hostage."
tt2034139,146203,88.0,en,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan."
tt1712261,146198,115.0,en,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.
tt2281587,145220,112.0,en,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick."
tt2084989,145197,96.0,en,"A man and woman are drawn together, entangled in the lifecycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives."
tt2387433,145135,97.0,en,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family."
tt2243389,144789,90.0,es,"The film is an ensemble comedy written and directed by Pedro Almodóvar. When it appears as though the end is in sight, the pilots, flight crew, and passengers of a plane heading to Mexico City look to forget the anguish of the moment and face the greatest danger, which we carry within ourselves."
tt1814621,144340,107.0,en,"Strait-laced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago. Soon, Portia finds herself bending the rules for Jeremiah, putting at risk the life she thought she always wanted – but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having."
tt1742334,144336,110.0,en,"In ""Sabotage"", Arnold Schwarzenegger leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done - until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect."
tt2062575,142487,115.0,es,"In the Mexican-Guatemalan border, young teenage lovers, Sabina and Jovany, both Hondurans, accidentally meet again after some years without seeing each other. She plans to get to the United States and dreams about being a great singer; he commits all the required atrocities to be accepted by the gang: la Mara Salvatrucha. Sabina and Jovany crashed with the most adverse conditions at the border like white slavery, the Mexican and American migratory agents Burrona and Patrick, the brothel matron Doña Lita, Don Nico the Mexican Consul in Tecún Umán, the drug trafficking networks, the army and la Mara Salvatrucha."
tt0018618,142159,85.0,en,"While Joel and his older ship's captain brother Mark are at sea, the latter is abandoned in Singapore by devious ship's mate Finch who, upon their return, convinces the townspeople that Joel abandoned his brother. Joel, determined to not only find Mark but to see justice done, returns the ship to Singapore."
tt1766044,141520,100.0,en,"The film speaks about universal themes of love, hate and search for love. The portrait of three women represents these three states. Tanya Neubivko has never been in love but optimistically is searing for it. Her unfortunate and even dangerous encounters with strangers on dates almost got her killed. Rita is happily engaged and planning a wedding after a routine medical check-up. Nadya is a very unhappy doctor who hates her husband and finds relief in alcohol. The story takes place in a surreal hospital with the leaking roof and hollow walls and constantly smoking doctors, where Rita is destined to die."
tt2368672,140870,89.0,xx,"In a peaceful little clearing, the remains of a hastily abandoned picnic sparks a battle between two tribes of ants. A bold young ladybug finds himself caught in the middle. He befriends the leader of the black ants, Mandible, and helps him save the anthill from the assault of the terrible red ant warriors, led by the fearful Butor. A fantastic journey at ground level…"
tt2140373,140823,125.0,en,Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.
tt2363213,140818,120.0,no,"Archaeologist Sigurd Svendsen discovers that the Oseberg ship hides a secret from the Viking Age. Along with his two children put Sigurd out on a quest to find the truth. The mystery leads them into ""No Man's Land"" between Norway and Russia where no man traveling in modern times. Old runes take on new meaning when the secret they uncover is more frightening than anyone could have imagined."
tt2488496,140607,136.0,en,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers."
tt2267968,140300,95.0,en,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home."
tt1781784,139948,86.0,en,"A character-driven, action-packed documentary about Detroit, told through the eyes of the Detroit firefighters, the men and women charged with the thankless task of saving a city that many have written off as dead."
tt1925431,139567,97.0,en,A fireman takes an unexpected course of action when a man whom he's been ordered to testify against – after being held up at a local convenience store – threatens him.
tt1723121,138832,110.0,en,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.
tt1885300,138222,90.0,en,"A newlywed couple cancels their honeymoon and returns to the snowy Midwest to make the funeral arrangements for their best man, who died unexpectedly after their ceremony."
tt2333784,138103,127.0,en,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet."
tt1837709,137321,118.0,en,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her."
tt2398241,137116,89.0,en,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history."
tt1631867,137113,113.0,en,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop."
tt1490017,137106,100.0,en,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together."
tt1205537,137094,105.0,en,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack."
tt1204975,137093,105.0,en,Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.
tt2011159,136835,83.0,en,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family."
tt1679335,136799,92.0,en,"Lovable and friendly, the trolls love to play around. But one day, a mysterious giant shows up to end the party. Poppy, the optimistic leader of the Trolls, and her polar opposite, Branch, must embark on an adventure that takes them far beyond the only world they’ve ever known."
tt2369135,136797,130.0,en,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles."
tt2404463,136795,117.0,en,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: Buddies."
tt1893256,136418,100.0,en,"Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity, transforming into an avenging angel in the process."
tt1272878,136400,109.0,en,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.
tt0882977,134411,112.0,en,"Construction company owner John Matthews learns that his estranged son, Jason, has been arrested for drug trafficking. Facing an unjust prison sentence for a first time offender courtesy of mandatory minimum sentence laws, Jason has nothing to offer for leniency in good conscience. Desperately, John convinces the DEA and the opportunistic DA Joanne Keeghan to let him go undercover to help make arrests big enough to free his son in return. With the unwitting help of an ex-con employee, John enters the narcotics underworld where every move could be his last in an operation that will demand all his resources, wits and courage to survive."
tt1980209,134374,130.0,en,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story."
tt2371486,134126,96.0,ko,"Hyeong-Do (So Ji-Sub) is an assassin for a company that masquerades as a metal trading company. One day, he takes on a job partnering with a man Hyun-Yi, who is he is to kill afterwards. Hyun-Yi asks a favor to Hyeong-Do which is to give money to his family.  Hyeong-Do visits Hyun-Yi's home where he meets Hyun-Yi's wife Su-Yeon (Lee Mi-Yeon). Su-Yeon is a former singer whom Hyeong-Do admired in the past. Guilt, an unknown feeling up to this point for Hyeong-Do, begins take over Hyeong-Do."
tt1939659,133805,100.0,en,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom."
tt2091473,133694,106.0,en,"A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources."
tt1857842,133463,93.0,en,"Six captive office workers are literally chained to their desks by a demented, escaped serial killer; former regional manager Thomas Reddmann (Redd). He assigns his 'human resources' the impossible task of proving his innocence or suffering gruesome consequences."
tt1826660,132759,100.0,ru,"It's a story of 29-year-old top-manager Max who is really sure he is absolutely successful. All his life is around earning and spending money. But one day he meet a girl who is from another, real, world. And his own world starts to crash down."
tt1327773,132363,132.0,en,"A look at the life of Cecil Gaines who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made."
tt2209418,132344,108.0,en,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.
tt2023587,132232,100.0,en,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night."
tt0151150,131940,162.0,hi,"Shah Rukh Khan and Sharad Kapoor are the leaders of the two rival gangs. Aishwarya Rai is Shah Rukh Khan's twin sister. Shah Rukh is in love with Priya Gill. Chandrachur Singh is Sharad Kapoor's younger brother who studies in a catering college in Bombay. He comes to Goa to visit his brother and plans to go back and start a restaurant there. He sees Aishwarya and falls in love with her. Chandrachur gives up the idea of going back to Bombay and opens a bakery in Goa. When Shah Rukh comes to know about the romance between Aishwarya and Chandrachur, the fight between the gang turns more violent. How the conflict is resolved is the rest of the story. Written by gavin@sunny_deol2009@yahoo.com"
tt1951266,131634,137.0,en,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games."
tt1951265,131631,123.0,en,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.
tt1954701,130739,88.0,en,A fateful day pushes an aimless college dropout (Tom Schilling) to stop wasting his time and finally engage with life.
tt1967545,130150,111.0,en,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited."
tt2106741,129850,108.0,zh,"One rainy night in an arms factory near Shanghai, a young female worker accused of stealing a box of bullets from the ruthless Boss Ding (Liu Kai Chi) is violently killed in a game of Russian roulette. Half a month later, a series of inexplicable deaths takes place in the factory, where the victims are shot but no bullets are found. Rumors of a deadly curse begin to spread in the factory, terrorizing the workers there. So, eccentric police inspector Song Donglu (Lau Ching Wan) and his hot-blooded, gunslinging partner Guo Zhui (Nicholas Tse) are sent in to investigate the mystery of the phantom bullets..."
tt1821549,129670,115.0,en,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize."
tt1758795,129139,104.0,en,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall."
tt1230215,128270,112.0,en,"Set in suburban New Jersey in the 1960s, a group of friends form a rock band and try to make it big."
tt1877832,127585,131.0,en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.
tt2058107,127560,116.0,en,"A victim from World War II's ""Death Railway"" sets out to find those responsible for his torture. A true story."
tt1433811,127517,115.0,en,"Disconnect interweaves multiple storylines about people searching for human connection in today’s wired world. Through poignant turns that are both harrowing and touching, the stories intersect with surprising twists that expose a shocking reality into our daily use of technology that mediates and defines our relationships and ultimately our lives."
tt2082197,127501,155.0,hi,"He is cute. He's shrewd. The girls love him. The cops hate him. He can't speak but is always talked about. His naughty antics will make you scream, but he will never listen. Cos he can't! Next summer ride a rollercoaster of emotions with Barfii - the Chalu Chaplin!"
tt1656186,127493,96.0,en,"A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi."
tt2277860,127380,97.0,en,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?
tt2316204,126889,122.0,en,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world – which has its sole inhabitant the 'synthetic', David, survivor of the doomed Prometheus expedition."
tt1816518,126319,78.0,fr,"Celestine is a little mouse trying to avoid a dental career; Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together."
tt1854236,126250,116.0,da,"Romantic comedy from Academy Award winner Susanne Bier (Brothers, In a Better World), about two very different families brought together for a wedding in a beautiful old Italian villa."
tt0831387,124905,123.0,en,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when Godzilla, King of the Monsters, arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco."
tt0790628,124459,100.0,en,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene."
tt2375605,123678,115.0,id,"In a place where killers are celebrated as heroes, these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal, cinematic journey, not only into the memories and imaginations of mass murderers, but also into a frighteningly banal regime of corruption and impunity."
tt1538403,123553,130.0,en,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future."
tt1763264,123109,86.0,en,A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.
tt1780762,123103,89.0,es,Mayhem and death follow when an earthquake traps a group of tourists in a Chilean town.
tt2310332,122917,144.0,en,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands."
tt2194499,122906,123.0,en,"The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life – so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks."
tt1659343,122857,114.0,en,"In a world without government, the surviving Unisols maintain order and choose the strongest of their ranks to rule, testing them in life-or-death combat."
tt2101441,122081,94.0,en,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda."
tt2094766,121856,115.0,en,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day."
tt1441951,121826,98.0,en,"The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs."
tt1764625,121734,90.0,es,"Tad is a celebrity archeologist and adventurer just like his hero Max Mordon... in his dreams! In reality, Tad is a Chicago construction worker. One day, however, he is mistaken for a real Professor and takes his place on a flight to Peru in search of the Lost City of Paititi. Professor Lavrof and his beautiful daughter Sara are waiting for the famous professor to crack the code. Unfortunately for Tad, Sara is engaged to real-life hero Max Mordon, but Max has secretly betrayed the Professor by teaming up with the evil Kopponen and his shady Odysseus corporation. Time for Tad to step up..."
tt1396226,121642,127.0,it,"Full-throttle melodrama about an ill-starred romance set against the backdrop of the siege of Sarajevo. A mother brings her teenage son to Sarajevo, where his father died in the Bosnian conflict years ago."
tt2131698,121640,107.0,en,"Beirut, 1982: a young Palestinian refugee and an Israeli fighter pilot form a tentative bond in their attempt to make their way across war-torn Lebanon back to their home."
tt2244376,121173,104.0,en,"Bwakaw is a drama-comedy about growing old, and everyone's fear of growing old alone. Rene is a gay man who came out of the closet at age 70. Ailing in his twilight years, he thinks it is now too late for love, even companionship, and that all there is to look forward to is Death. He has made a will, bequeathing his few possessions to his even fewer friends. Everything is packed and labeled, ready for distribution. He has even paid for a coffin, taking advantage of a funeral home's Summer Sale. Nowadays the only companion Rene has is Bwakaw, a stray dog that hangs around his house and follows him wherever he goes. As Rene waits for the day of his death, he gets the surprise of his life when it is Bwakaw who suddenly falls ill and is diagnosed with cancer."
tt2278388,120467,99.0,en,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century."
tt1291580,119675,118.0,en,"Based on the autobiographical novel, the tempestuous 6-year relationship between Liberace and his (much younger) lover, Scott Thorson, is recounted."
tt2103281,119450,130.0,en,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes."
tt1904996,119283,118.0,en,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist."
tt2181931,118628,133.0,hi,"English Vinglish is the story of a woman who does not know English and is made to feel insecure by her family and society at large.Circumstances make her determined to overcome this insecurity, master the language, and teach the world a lesson on the way to becoming a self assured and confident woman."
tt0128214,118452,94.0,en,Joey and Sissel are two misfits spending most of their time together talking or having sex. Gradually and slowly their relationships are becoming boring for them.
tt2015381,118340,121.0,en,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser."
tt1758595,118289,113.0,en,"During the last two years of her life, Princess Diana (Naomi Watts) campaigns against the use of land mines and has a secret love affair with a Pakistani heart surgeon (Naveen Andrews)."
tt2168910,118051,144.0,hi,"Gautam is an incorrigible flirt, who runs after every girl he sees. Meera is a pretty girl with desi values and attire, who comes to London from Delhi for a fresh start. Veronica is the spoilt bombshell who loves partying and drinking. Though different from each other, these three are perfect friends staying under one roof until friendship becomes confusing, and love becomes complicated."
tt1954470,117691,320.0,hi,"Shahid Khan is exiled after impersonating the legendary Sultana Daku in order to rob British trains. Now outcast, Shahid becomes a worker at Ramadhir Singh's colliery, only to spur a revenge battle that passes on to generations. At the turn of the decade, Shahid's son, the philandering Sardar Khan vows to get his father's honor back, becoming the most feared man of Wasseypur."
tt1934269,117629,84.0,he,"The sequel to ""Yossi and Jagger"" finds character Yossi (Ohad Knoller) leading a sad existence after losing his partner Jagger on the battlefield.  A chance encounter with a middle-aged woman linked to his past shakes up his otherwise staid routine and sends him on a spontaneous pilgrimage to Tel Aviv. It is on the roads of southern Israel that he reignites the fire of his former self."
tt0106505,117553,90.0,en,"Like many adolescent boys, Roy Darpinian had the hots for movie divas, and one in particular was his wet dream as half of America's in the 1950s: Marilyn Monroe. The difference is, one summer holiday he actually decided to enlist his spineless buddies, Scott Foreman and Ned Bleuer, to actually drive all the way to Hollywood and make as many desperate attempts as it takes to meet her or get arrested trying, and no setback or embarrassment (even publicly bare-ass) can stop or distract him. Against all odds, he finally even got a chance to help her..."
tt2199711,117319,147.0,ta,"Vishwanathan, a Kathak dance teacher in New York, is in a rather happy marriage with Nirupama who is a nuclear oncologist. Nirupama is from a middle class family in Chennai, she marries Vishwanath (a dance master) to pursue her higher studies in the USA. But when Nirupama wants to break up with her husband, she engages a private detective. That's when the pandora's box opens up."
tt2302755,117263,120.0,en,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster."
tt2334879,117251,131.0,en,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country."
tt0249516,116977,87.0,en,"Dex, a superdog sleuth, is the law of the land when the world's most recognized brands take on the forces of evil and the devilish Brand X."
tt0359950,116745,114.0,en,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.
tt2234155,116741,119.0,en,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.
tt0848537,116711,102.0,en,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours.
tt0857190,116613,112.0,en,"Based on the '70s UK TV show, The Sweeney is an action-packed British police thriller from the director of Football Factory. Jack Regan (Ray Winstone), a hardened cop who doesn’t play by the rules, is confronted with a criminal from his past. With sidekick George Carter (Ben Drew aka Plan B) they are put on the case of a jewellery store heist that ends in a killing. But is that killing really an execution in disguise? With pressure from his boss and the fact that Regan is having an affair with that boss’s wife, it’s not going to be easy for him to stay out of trouble."
tt1109624,116149,95.0,en,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist..."
